ep,temp,t_real,checks
1675136,7.35,98,3:200.0
1675232,7.35,4,1:8.0
1675261,7.35,44,1:10.0
1675294,7.35,6,0:4.0
1675416,7.35,19,1:28.0;2:28.0
1675534,7.35,4,2:12.0
1675616,7.35,4,0:4.0
1675618,7.35,38,1:36.0
1675658,7.35,16,1:24.0;2:24.0
1675666,7.35,198,0:4.0
1675682,7.35,12,0:4.0
1675686,7.35,8,0:4.0
1675712,7.35,10,1:10.0
1675724,7.35,4,1:12.0;2:12.0;3:12.0
1675886,7.35,2,0:4.0
1675966,7.35,25,1:36.0
1676038,7.35,26,2:56.0
1676066,7.35,8,0:4.0
1676072,7.35,22,3:48.0
1676136,7.35,80,2:40.0
1676146,7.35,141,3:286.0
1676150,7.35,19,1:28.0;2:42.0
1676301,7.35,199,1:28.0
1676303,7.35,199,1:8.0;2:8.0
1676390,7.35,4,1:8.0
1676462,7.35,52,0:4.0;3:108.0
1676500,7.35,13,1:20.0
1676534,7.35,198,0:4.0
1676592,7.35,2,1:8.0
1676666,7.35,8,0:4.0
1676704,7.35,8,0:4.0
1676731,7.35,9,1:4.0
1676788,7.35,198,1:12.0
1676822,7.35,3,0:4.0
1676838,7.35,91,3:186.0
1676844,7.34,198,2:112.0
1676875,7.34,4,1:10.0
1676887,7.34,44,1:10.0
1676964,7.34,96,1:28.0
1677010,7.34,10,2:24.0
1677036,7.34,2,0:4.0
1677126,7.34,4,0:4.0
1677132,7.34,7,3:18.0
1677281,7.34,199,1:4.0
1677290,7.34,4,0:4.0
1677321,7.34,19,1:10.0
1677338,7.34,10,2:24.0
1677345,7.34,3,1:4.0
1677346,7.34,198,1:28.0
1677366,7.34,70,3:144.0
1677423,7.34,19,1:8.0
1677442,7.34,29,1:28.0
1677518,7.34,68,1:20.0
1677551,7.34,4,1:4.0
1677674,7.34,26,1:28.0
1677839,7.34,17,1:4.0
1677896,7.34,8,1:8.0;2:20.0
1677910,7.34,198,0:4.0
1677914,7.34,3,0:4.0
1677920,7.34,5,2:14.0
1677998,7.34,18,2:40.0
1678002,7.34,25,1:36.0
1678056,7.34,68,2:140.0
1678140,7.34,8,0:4.0
1678346,7.34,6,1:16.0
1678389,7.34,11,1:10.0
1678398,7.34,16,0:4.0
1678428,7.34,4,0:4.0
1678441,7.34,9,1:4.0
1678470,7.34,13,2:30.0
1678478,7.34,20,1:30.0
1678525,7.34,7,1:4.0
1678590,7.34,4,1:8.0
1678599,7.34,199,1:22.0
1678677,7.34,13,1:4.0
1678703,7.34,15,1:16.0
1678730,7.34,4,0:4.0
1678816,7.34,0,0:4.0;1:4.0
1678902,7.34,4,0:4.0;3:12.0
1678904,7.34,4,1:8.0
1678931,7.34,5,1:4.0
1678974,7.34,4,0:4.0
1678983,7.34,13,1:4.0
1678988,7.34,16,3:36.0
1679178,7.34,40,3:84.0
1679300,7.34,2,0:4.0
1679348,7.34,58,2:40.0;3:120.0
1679466,7.34,34,2:72.0
1679519,7.34,199,1:4.0
1679636,7.34,4,0:4.0
1679660,7.34,4,0:4.0
1679678,7.34,14,1:16.0;2:16.0
1679726,7.34,70,3:48.0
1679743,7.34,1,1:4.0
1679776,7.34,12,1:28.0;2:28.0;3:28.0
1679784,7.34,18,1:16.0
1679903,7.34,4,1:10.0
1679916,7.34,13,1:20.0;2:20.0
1679959,7.34,199,1:4.0
1680014,7.34,12,0:4.0
1680033,7.34,3,1:8.0
1680051,7.34,53,1:12.0
1680096,7.34,46,3:96.0
1680118,7.34,4,1:8.0
1680142,7.34,8,0:4.0
1680182,7.34,6,1:16.0
1680206,7.34,4,1:12.0;2:12.0;3:12.0
1680306,7.34,2,0:4.0;1:4.0
1680322,7.34,198,3:62.0
1680326,7.34,166,2:24.0;3:336.0
1680329,7.34,9,1:8.0
1680394,7.34,58,3:120.0
1680412,7.34,10,2:24.0
1680416,7.34,23,2:50.0
1680428,7.34,22,1:12.0;2:12.0
1680436,7.34,7,1:12.0;2:12.0
1680468,7.34,4,1:8.0
1680469,7.34,27,1:8.0
1680528,7.34,25,3:54.0
1680542,7.34,34,1:36.0
1680604,7.34,3,0:4.0
1680656,7.34,4,1:8.0;2:8.0
1680682,7.34,4,0:4.0
1680780,7.34,40,2:84.0
1680818,7.34,50,3:104.0
1680918,7.34,20,1:20.0
1680922,7.34,2,0:4.0
1680944,7.34,2,0:4.0
1681025,7.34,19,1:8.0
1681046,7.34,22,3:48.0
1681112,7.34,10,1:16.0;2:16.0
1681310,7.34,6,0:4.0
1681324,7.34,25,1:36.0
1681334,7.34,3,1:10.0;2:10.0;3:10.0
1681336,7.34,25,1:36.0;2:36.0
1681385,7.34,3,1:8.0;2:8.0
1681432,7.34,68,2:140.0
1681457,7.34,3,1:8.0;2:8.0
1681500,7.34,5,2:14.0
1681602,7.34,12,1:28.0;2:28.0;3:28.0
1681608,7.34,12,0:4.0
1681738,7.34,28,3:60.0
1681774,7.34,19,1:28.0
1681777,7.34,5,1:12.0
1681782,7.34,4,0:4.0
1681798,7.34,65,3:134.0
1681808,7.34,6,2:16.0
1681824,7.34,12,0:4.0
1681863,7.34,13,1:4.0
1681923,7.34,71,1:16.0
1681986,7.34,10,1:16.0
1682006,7.34,2,1:8.0
1682026,7.34,178,3:360.0
1682064,7.34,16,1:36.0
1682065,7.34,17,1:4.0
1682094,7.34,8,1:20.0
1682218,7.34,16,1:36.0
1682238,7.34,10,2:24.0
1682320,7.34,16,1:36.0
1682366,7.34,2,1:8.0
1682404,7.34,5,2:14.0
1682436,7.34,13,1:8.0;3:20.0
1682486,7.34,11,0:4.0
1682512,7.34,3,0:4.0
1682522,7.34,10,0:4.0
1682560,7.34,7,1:12.0
1682602,7.34,124,2:252.0
1682790,7.34,16,1:12.0
1682922,7.34,2,0:4.0
1682956,7.34,2,0:4.0;1:4.0
1682988,7.34,12,0:4.0
1683058,7.34,25,2:24.0
1683060,7.34,5,1:10.0
1683104,7.34,35,3:74.0
1683200,7.33,8,0:4.0
1683262,7.33,16,0:4.0
1683266,7.33,50,1:28.0
1683438,7.33,18,1:16.0
1683500,7.33,2,1:8.0;2:8.0;3:8.0
1683548,7.33,13,1:20.0
1683612,7.33,34,3:72.0
1683622,7.33,11,0:4.0
1683730,7.33,78,1:8.0
1683764,7.33,198,1:12.0
1683804,7.33,2,0:4.0
1683860,7.33,10,2:24.0
1683934,7.33,8,0:4.0
1683956,7.33,4,2:12.0
1683961,7.33,13,1:4.0
1683984,7.33,14,0:4.0;1:4.0;2:4.0
1684072,7.33,2,0:4.0
1684096,7.33,18,1:10.0;2:10.0
1684098,7.33,2,1:8.0;2:8.0;3:8.0
1684102,7.33,46,3:96.0
1684174,7.33,2,0:4.0
1684183,7.33,3,1:4.0
1684218,7.33,22,1:8.0
1684376,7.33,4,0:4.0
1684484,7.33,58,2:40.0;3:120.0
1684485,7.33,199,1:70.0
1684500,7.33,8,0:4.0
1684562,7.33,95,3:194.0
1684587,7.33,5,1:12.0
1684636,7.33,16,1:16.0
1684662,7.33,2,0:4.0
1684698,7.33,10,1:8.0
1684779,7.33,11,1:8.0
1684788,7.33,4,1:8.0
1684796,7.33,70,1:36.0;2:36.0
1684804,7.33,8,2:20.0
1684812,7.33,79,3:162.0
1684886,7.33,4,1:12.0
1684921,7.33,11,1:8.0
1684987,7.33,5,1:4.0
1684988,7.33,12,0:4.0
1685027,7.33,4,1:4.0
1685086,7.33,18,1:20.0
1685111,7.33,199,1:4.0
1685113,7.33,9,1:8.0
1685146,7.33,2,1:8.0
1685204,7.33,14,1:8.0
1685262,7.33,6,1:8.0;2:8.0
1685274,7.33,2,0:4.0
1685306,7.33,3,0:4.0
1685310,7.33,198,1:8.0
1685356,7.33,8,2:20.0
1685375,7.33,6,1:10.0
1685462,7.33,13,2:20.0;3:30.0
1685474,7.33,2,1:8.0;2:8.0;3:8.0
1685493,7.33,14,1:10.0
1685516,7.33,198,1:8.0
1685698,7.33,12,1:28.0
1685829,7.33,1,1:4.0
1685880,7.33,44,1:28.0
1685939,7.33,3,1:4.0
1685958,7.33,34,1:36.0
1685964,7.33,25,1:36.0
1686078,7.33,6,0:4.0
1686143,7.33,9,1:4.0
1686214,7.33,6,0:4.0
1686282,7.33,2,0:4.0
1686313,7.33,3,1:4.0
1686336,7.33,25,2:54.0
1686368,7.33,25,2:54.0
1686438,7.33,52,2:108.0
1686460,7.33,10,3:24.0
1686474,7.33,3,0:4.0
1686512,7.33,28,3:60.0
1686522,7.33,2,0:4.0
1686548,7.33,7,0:4.0;2:8.0
1686610,7.33,22,3:48.0
1686632,7.33,11,0:4.0
1686659,7.33,3,1:4.0
1686744,7.33,3,0:4.0
1686942,7.33,4,1:8.0;2:8.0
1686952,7.33,8,0:4.0
1687035,7.33,23,1:12.0
1687115,7.33,14,1:12.0
1687156,7.33,2,0:4.0
1687172,7.33,22,2:12.0
1687174,7.33,6,0:4.0
1687196,7.33,6,1:8.0
1687260,7.33,6,0:4.0
1687276,7.33,22,2:48.0
1687309,7.33,13,1:4.0
1687350,7.33,3,1:10.0;2:10.0
1687396,7.33,14,3:32.0
1687466,7.33,10,2:24.0
1687478,7.33,3,0:4.0
1687514,7.33,8,0:4.0
1687550,7.33,4,1:8.0;2:8.0
1687606,7.33,8,2:20.0
1687714,7.33,3,0:4.0
1687718,7.33,4,1:8.0;2:8.0
1687733,7.33,199,1:4.0
1687808,7.33,43,1:36.0
1687814,7.33,14,0:4.0
1687862,7.33,2,0:4.0
1687866,7.33,4,1:12.0
1687934,7.33,33,2:70.0
1688062,7.33,2,0:4.0;1:4.0;3:8.0
1688075,7.33,199,1:4.0
1688094,7.33,4,0:4.0
1688154,7.33,25,1:36.0
1688244,7.33,7,1:12.0
1688283,7.33,199,1:8.0
1688300,7.33,3,0:4.0
1688388,7.33,198,1:10.0
1688440,7.33,68,2:140.0
1688446,7.33,70,1:36.0;2:36.0;3:36.0
1688526,7.33,18,2:40.0
1688548,7.33,68,1:20.0
1688559,7.33,1,1:4.0
1688591,7.33,17,1:12.0
1688635,7.33,4,1:10.0
1688654,7.33,3,0:4.0
1688724,7.33,103,3:210.0
1688734,7.33,2,0:4.0
1688745,7.33,6,1:10.0
1688942,7.33,4,1:8.0
1688986,7.33,4,0:4.0;2:12.0
1688989,7.33,199,1:8.0
1689008,7.33,14,2:32.0
1689032,7.33,26,1:28.0
1689050,7.33,14,2:32.0
1689055,7.33,199,1:28.0
1689214,7.33,78,3:40.0
1689350,7.33,103,0:4.0
1689435,7.33,11,1:8.0
1689460,7.33,34,3:72.0
1689482,7.32,70,0:4.0
1689490,7.32,2,1:8.0
1689595,7.32,1,1:4.0
1689606,7.32,8,0:4.0
1689616,7.32,19,1:28.0;2:28.0
1689660,7.32,20,0:4.0
1689704,7.32,25,2:54.0
1689707,7.32,5,1:8.0
1689764,7.32,2,0:4.0
1689798,7.32,14,2:32.0
1689852,7.32,8,0:4.0
1689894,7.32,13,2:30.0
1689996,7.32,52,3:108.0
1689998,7.32,34,1:22.0;2:72.0
1690012,7.32,8,2:20.0
1690096,7.32,3,0:4.0
1690134,7.32,4,1:8.0;2:8.0
1690154,7.32,23,2:50.0
1690158,7.32,18,3:40.0
1690162,7.32,16,1:24.0;2:36.0
1690170,7.32,4,2:12.0
1690249,7.32,19,1:20.0
1690270,7.32,12,1:28.0
1690290,7.32,36,1:36.0;2:76.0
1690296,7.32,19,1:28.0
1690412,7.32,38,1:20.0
1690458,7.32,10,2:24.0
1690490,7.32,30,1:16.0;2:16.0
1690569,7.32,4,1:10.0
1690670,7.32,8,0:4.0
1690674,7.32,14,2:32.0
1690706,7.32,3,0:4.0
1690710,7.32,13,1:20.0;2:20.0
1690716,7.32,4,0:4.0
1690768,7.32,5,2:14.0
1690782,7.32,25,1:36.0
1690876,7.32,4,1:8.0
1690878,7.32,160,3:216.0
1690894,7.32,38,1:80.0
1690986,7.32,2,0:4.0
1691040,7.32,10,1:12.0
1691158,7.32,3,0:4.0
1691210,7.32,14,2:32.0
1691346,7.32,22,3:48.0
1691403,7.32,55,1:16.0
1691431,7.32,7,1:8.0
1691474,7.32,2,1:8.0;2:8.0
1691499,7.32,3,1:8.0
1691511,7.32,5,1:8.0
1691513,7.32,199,1:4.0
1691516,7.32,35,3:74.0
1691732,7.32,25,1:36.0;2:36.0
1691858,7.32,6,2:16.0
1691899,7.32,199,1:4.0
1691928,7.32,8,1:20.0
1691942,7.32,4,1:12.0
1691950,7.32,6,0:4.0
1691964,7.32,2,1:8.0
1692040,7.32,8,1:20.0
1692110,7.32,6,2:16.0
1692114,7.32,6,1:8.0;2:16.0
1692175,7.32,9,1:4.0
1692192,7.32,103,3:210.0
1692196,7.32,2,0:4.0
1692208,7.32,14,2:32.0
1692226,7.32,13,1:20.0;2:20.0
1692244,7.32,38,3:80.0
1692254,7.32,187,3:378.0
1692258,7.32,4,1:8.0;2:8.0
1692305,7.32,3,1:8.0
1692336,7.32,2,0:4.0
1692340,7.32,12,1:28.0
1692404,7.32,28,2:60.0
1692418,7.32,8,0:4.0
1692446,7.32,198,1:10.0
1692473,7.32,71,1:16.0
1692508,7.32,7,2:18.0
1692534,7.32,2,1:8.0
1692536,7.32,28,2:60.0
1692578,7.32,34,2:72.0
1692632,7.32,34,2:24.0
1692677,7.32,44,1:10.0
1692718,7.32,40,1:12.0
1692786,7.32,43,1:36.0
1692792,7.32,20,1:22.0
1692846,7.32,16,1:36.0
1692914,7.32,6,0:4.0
1692923,7.32,34,1:10.0
1692989,7.32,31,1:16.0
1693004,7.32,12,1:28.0;2:28.0
1693018,7.32,8,0:4.0
1693062,7.32,34,2:72.0
1693106,7.32,12,0:4.0
1693121,7.32,4,1:4.0
1693154,7.32,12,0:4.0
1693191,7.32,7,1:4.0
1693216,7.32,48,2:100.0
1693242,7.32,16,1:36.0;2:36.0;3:36.0
1693263,7.32,17,1:4.0
1693312,7.32,28,3:60.0
1693372,7.32,10,1:12.0
1693404,7.32,8,0:4.0
1693408,7.32,4,1:8.0
1693420,7.32,2,0:4.0;1:4.0
1693450,7.32,52,3:108.0
1693460,7.32,6,0:4.0
1693462,7.32,12,1:28.0
1693478,7.32,2,0:4.0
1693514,7.32,5,1:10.0
1693607,7.32,17,1:4.0
1693616,7.32,2,0:4.0;2:8.0
1693620,7.32,26,2:56.0
1693706,7.32,5,1:10.0
1693768,7.32,0,0:4.0;1:4.0;2:4.0
1693856,7.32,88,1:20.0
1693903,7.32,7,1:4.0
1694037,7.32,19,1:8.0
1694040,7.32,8,0:4.0;2:20.0
1694046,7.32,8,0:4.0
1694080,7.32,25,2:54.0
1694107,7.32,5,1:8.0
1694285,7.32,199,1:4.0
1694328,7.32,33,1:28.0
1694372,7.32,22,2:48.0
1694430,7.32,2,0:4.0
1694440,7.32,94,0:4.0
1694468,7.32,3,0:4.0
1694486,7.32,8,0:4.0
1694612,7.32,8,0:4.0
1694634,7.32,58,2:120.0
1694655,7.32,27,1:8.0
1694688,7.32,2,0:4.0
1694702,7.32,52,2:108.0
1694708,7.32,18,2:40.0
1694720,7.32,12,1:28.0
1694814,7.32,13,2:30.0
1694874,7.32,4,1:12.0;2:12.0
1694885,7.32,15,1:8.0
1694902,7.32,4,0:4.0;1:4.0
1695075,7.32,199,1:22.0
1695138,7.32,198,2:20.0
1695234,7.32,7,1:12.0
1695277,7.32,3,1:4.0
1695300,7.32,3,0:4.0
1695427,7.32,41,1:12.0
1695452,7.32,2,1:8.0
1695478,7.32,14,3:32.0
1695582,7.32,6,0:4.0;3:16.0
1695642,7.32,7,1:12.0;2:12.0
1695669,7.32,19,1:16.0;2:16.0
1695736,7.32,4,0:4.0
1695740,7.32,13,1:20.0;2:20.0
1695830,7.31,2,0:4.0
1695910,7.31,10,1:10.0
1695920,7.31,10,0:4.0;3:24.0
1696044,7.31,28,3:60.0
1696236,7.31,19,1:28.0
1696281,7.31,1,1:4.0;2:4.0
1696382,7.31,4,0:4.0
1696402,7.31,2,0:4.0;1:4.0
1696417,7.31,15,1:8.0
1696418,7.31,18,2:40.0
1696424,7.31,7,0:4.0
1696436,7.31,18,2:40.0
1696444,7.31,6,1:8.0
1696449,7.31,15,1:8.0
1696452,7.31,5,1:10.0
1696615,7.31,17,1:4.0;2:4.0
1696626,7.31,0,0:4.0;1:4.0
1696639,7.31,4,1:4.0
1696682,7.31,76,3:156.0
1696731,7.31,14,1:12.0
1696732,7.31,43,2:90.0
1696778,7.31,14,3:32.0
1696867,7.31,3,1:4.0
1696918,7.31,34,1:36.0
1696960,7.31,8,1:10.0
1696983,7.31,71,1:16.0
1696993,7.31,19,1:8.0
1696996,7.31,2,1:8.0
1697005,7.31,13,1:4.0
1697008,7.31,8,2:20.0
1697044,7.31,2,0:4.0
1697058,7.31,3,0:4.0
1697105,7.31,55,1:16.0
1697203,7.31,5,1:8.0
1697382,7.31,7,3:18.0
1697394,7.31,12,0:4.0
1697456,7.31,61,3:126.0
1697460,7.31,18,2:40.0
1697520,7.31,8,0:4.0
1697567,7.31,5,1:12.0;2:12.0;3:0.0
1697590,7.31,19,1:28.0
1697642,7.31,16,0:4.0
1697663,7.31,71,1:16.0
1697692,7.31,4,0:4.0
1697704,7.31,6,0:4.0
1697808,7.31,13,1:10.0
1697894,7.31,14,1:16.0
1697910,7.31,2,1:8.0;2:8.0
1697932,7.31,3,0:4.0
1697954,7.31,33,1:28.0
1697969,7.31,5,1:4.0
1697986,7.31,10,1:8.0
1698144,7.31,40,1:28.0
1698203,7.31,26,1:22.0
1698210,7.31,8,0:4.0
1698212,7.31,2,0:4.0
1698286,7.31,14,1:16.0
1698342,7.31,10,1:10.0
1698498,7.31,6,0:4.0
1698504,7.31,121,2:60.0
1698520,7.31,8,0:4.0
1698547,7.31,199,1:28.0
1698558,7.31,4,0:4.0
1698582,7.31,2,1:8.0;2:8.0
1698586,7.31,7,3:18.0
1698634,7.31,22,3:48.0
1698666,7.31,4,0:4.0
1698691,7.31,41,1:28.0
1698701,7.31,4,1:4.0
1698721,7.31,1,1:4.0
1698781,7.31,9,1:4.0
1698838,7.31,4,0:4.0
1698843,7.31,199,1:66.0
1698888,7.31,7,1:12.0
1698928,7.31,3,1:10.0
1698958,7.31,18,2:40.0
1699001,7.31,31,1:16.0
1699020,7.31,10,1:8.0
1699126,7.31,40,3:84.0
1699205,7.31,13,1:28.0
1699291,7.31,69,1:28.0
1699300,7.31,19,1:28.0;2:42.0
1699308,7.31,8,0:4.0
1699379,7.31,13,1:4.0
1699425,7.31,17,1:4.0
1699524,7.31,16,1:36.0
1699549,7.31,7,1:16.0
1699552,7.31,8,0:4.0
1699790,7.31,8,0:4.0
1699818,7.31,4,1:8.0;2:8.0
1699840,7.31,194,3:392.0
1699922,7.31,2,0:4.0
1699926,7.31,29,1:12.0
1699936,7.31,48,3:100.0
1699954,7.31,3,0:4.0
1699994,7.31,6,0:4.0
1700000,7.31,5,1:10.0
1700006,7.31,2,1:8.0;2:8.0;3:8.0
1700058,7.31,33,2:70.0
1700084,7.31,4,1:8.0;2:8.0
1700092,7.31,16,3:36.0
1700137,7.31,9,1:8.0
1700138,7.31,7,0:4.0;3:18.0
1700188,7.31,142,3:288.0
1700190,7.31,16,0:4.0
1700206,7.31,13,2:30.0
1700214,7.31,38,2:80.0
1700220,7.31,40,3:84.0
1700373,7.31,3,1:4.0
1700416,7.31,8,1:20.0
1700425,7.31,43,1:22.0
1700450,7.31,12,0:4.0
1700453,7.31,199,1:12.0
1700732,7.31,13,0:4.0;3:30.0
1700762,7.31,5,1:10.0;2:10.0
1700802,7.31,25,2:54.0
1700822,7.31,40,3:84.0
1700854,7.31,2,0:4.0
1700859,7.31,71,1:16.0
1700924,7.31,68,3:140.0
1700958,7.31,2,0:4.0
1700966,7.31,6,0:4.0
1700971,7.31,9,1:20.0
1701012,7.31,6,0:4.0
1701016,7.31,22,1:16.0
1701042,7.31,29,3:62.0
1701056,7.31,4,1:8.0
1701083,7.31,13,1:4.0
1701208,7.31,3,1:10.0;2:10.0
1701258,7.31,8,2:20.0
1701275,7.31,199,1:8.0
1701278,7.31,12,1:28.0
1701296,7.31,4,0:4.0
1701345,7.31,69,1:28.0
1701414,7.31,2,0:4.0;1:4.0;2:4.0
1701435,7.31,199,1:4.0
1701458,7.31,7,1:8.0
1701465,7.31,5,1:12.0
1701472,7.31,8,2:20.0
1701550,7.31,5,2:14.0
1701607,7.31,3,1:4.0
1701613,7.31,1,1:4.0
1701646,7.31,38,3:80.0
1701656,7.31,148,2:80.0
1701673,7.31,5,1:4.0
1701698,7.31,16,1:36.0;2:36.0;3:36.0
1701716,7.31,5,1:10.0;2:10.0
1701732,7.31,6,2:16.0
1701752,7.31,4,1:8.0
1701760,7.31,43,1:36.0
1701793,7.31,199,1:22.0
1701812,7.31,78,0:4.0
1701956,7.31,16,0:4.0
1701966,7.31,16,0:4.0
1701984,7.31,13,2:30.0
1702008,7.31,28,1:20.0
1702020,7.31,2,0:4.0
1702022,7.31,19,1:28.0
1702064,7.31,8,2:20.0
1702102,7.31,10,1:10.0
1702108,7.30,29,3:62.0
1702113,7.30,1,1:4.0
1702215,7.30,199,1:4.0
1702230,7.30,4,1:8.0
1702232,7.30,14,1:8.0;2:8.0
1702342,7.30,4,1:8.0;2:8.0
1702360,7.30,8,1:20.0
1702388,7.30,4,0:4.0
1702394,7.30,8,2:20.0
1702423,7.30,3,1:8.0
1702438,7.30,3,0:4.0
1702450,7.30,2,1:8.0
1702594,7.30,6,1:16.0;2:16.0;3:16.0
1702606,7.30,2,1:8.0
1702608,7.30,14,0:4.0;1:4.0
1702614,7.30,12,0:4.0
1702622,7.30,4,1:8.0
1702638,7.30,28,3:60.0
1702774,7.30,8,0:4.0
1702830,7.30,10,1:12.0
1702863,7.30,19,1:10.0
1702872,7.30,33,2:70.0
1702898,7.30,103,2:210.0
1702900,7.30,52,2:108.0
1702926,7.30,83,2:80.0;3:170.0
1702952,7.30,2,0:4.0
1702990,7.30,22,2:48.0
1703009,7.30,199,1:4.0
1703026,7.30,198,2:24.0
1703050,7.30,4,2:12.0
1703066,7.30,2,0:4.0
1703168,7.30,4,0:4.0
1703169,7.30,9,1:4.0
1703341,7.30,55,1:28.0
1703344,7.30,2,0:4.0
1703410,7.30,128,2:52.0
1703502,7.30,2,0:4.0
1703520,7.30,4,1:8.0;2:8.0
1703572,7.30,13,1:20.0;2:20.0
1703696,7.30,52,3:108.0
1703702,7.30,4,0:4.0
1703704,7.30,2,0:4.0
1703720,7.30,7,3:18.0
1703732,7.30,23,1:20.0
1703754,7.30,2,0:4.0
1703756,7.30,22,1:12.0;2:12.0
1703800,7.30,2,0:4.0
1703832,7.30,6,0:4.0
1703850,7.30,198,1:8.0
1703856,7.30,10,2:24.0
1703890,7.30,12,0:4.0
1703900,7.30,3,0:4.0
1703918,7.30,2,1:8.0
1703941,7.30,19,1:8.0
1703958,7.30,8,0:4.0
1704023,7.30,69,1:28.0;2:28.0
1704058,7.30,4,2:12.0
1704085,7.30,34,1:28.0
1704126,7.30,34,1:8.0
1704204,7.30,4,1:8.0
1704272,7.30,34,2:72.0
1704298,7.30,28,1:20.0;2:20.0
1704314,7.30,2,0:4.0
1704344,7.30,2,1:8.0
1704354,7.30,33,1:28.0
1704388,7.30,16,0:4.0
1704426,7.30,2,0:4.0
1704454,7.30,19,1:28.0;2:28.0
1704467,7.30,13,1:28.0
1704494,7.30,145,3:294.0
1704512,7.30,46,1:16.0
1704578,7.30,30,2:64.0
1704628,7.30,2,1:8.0
1704638,7.30,2,1:8.0
1704648,7.30,8,1:20.0
1704666,7.30,8,0:4.0
1704725,7.30,3,1:4.0
1704726,7.30,18,2:40.0
1704756,7.30,2,0:4.0
1704787,7.30,9,1:8.0
1704800,7.30,4,2:12.0
1704801,7.30,44,1:30.0
1704816,7.30,6,0:4.0
1704892,7.30,3,0:4.0
1704919,7.30,9,1:8.0
1704932,7.30,58,2:40.0
1704935,7.30,141,1:284.0
1704982,7.30,2,1:8.0;2:8.0;3:8.0
1704988,7.30,6,1:8.0
1705095,7.30,3,1:4.0
1705099,7.30,32,1:22.0
1705122,7.30,13,1:20.0
1705142,7.30,4,1:8.0
1705146,7.30,2,0:4.0
1705176,7.30,3,1:10.0
1705253,7.30,3,1:4.0
1705273,7.30,6,1:10.0
1705274,7.30,38,1:20.0;2:20.0
1705301,7.30,76,1:22.0
1705366,7.30,4,0:4.0;2:12.0
1705406,7.30,12,0:4.0
1705416,7.30,198,0:4.0
1705469,7.30,8,1:12.0
1705506,7.30,3,0:4.0
1705508,7.30,25,1:36.0;2:36.0
1705556,7.30,8,1:10.0
1705560,7.30,8,0:4.0
1705561,7.30,5,1:12.0
1705563,7.30,199,1:16.0
1705584,7.30,4,1:12.0;2:12.0;3:12.0
1705659,7.30,3,1:8.0
1705778,7.30,6,0:4.0
1705840,7.30,10,1:16.0
1705906,7.30,26,1:28.0
1705958,7.30,4,1:12.0
1705968,7.30,6,1:16.0;2:16.0
1705995,7.30,7,1:16.0
1706021,7.30,17,1:4.0
1706028,7.30,40,3:84.0
1706068,7.30,4,0:4.0
1706313,7.30,4,1:10.0
1706315,7.30,9,1:8.0
1706356,7.30,4,0:4.0
1706471,7.30,3,1:4.0
1706586,7.30,18,1:8.0
1706592,7.30,29,3:62.0
1706602,7.30,8,0:4.0
1706614,7.30,4,1:8.0;2:8.0
1706623,7.30,24,1:10.0
1706626,7.30,8,0:4.0
1706628,7.30,25,1:24.0
1706643,7.30,9,1:4.0;2:4.0
1706730,7.30,2,0:4.0
1706732,7.30,2,0:4.0;2:8.0
1706734,7.30,8,1:20.0
1706890,7.30,16,3:36.0
1706934,7.30,25,1:36.0;2:36.0
1706986,7.30,4,0:4.0
1707108,7.30,4,1:12.0
1707114,7.30,52,1:12.0;2:12.0
1707166,7.30,4,1:8.0;2:8.0
1707208,7.30,40,2:84.0
1707254,7.30,6,1:8.0
1707328,7.30,4,1:8.0;2:8.0
1707364,7.30,25,1:36.0
1707394,7.30,8,0:4.0
1707415,7.30,27,1:8.0
1707502,7.30,7,1:12.0
1707534,7.30,4,0:4.0
1707578,7.30,28,3:60.0
1707584,7.30,19,1:28.0
1707614,7.30,4,1:12.0;2:12.0;3:12.0
1707646,7.30,14,1:16.0
1707730,7.30,6,1:8.0
1707732,7.30,67,2:12.0;3:138.0
1707797,7.30,199,1:8.0
1707809,7.30,199,1:8.0
1707922,7.30,8,0:4.0
1707966,7.30,10,0:4.0
1707992,7.30,2,0:4.0
1708093,7.30,4,1:4.0
1708113,7.30,27,1:8.0
1708131,7.30,9,1:8.0
1708157,7.30,21,1:22.0
1708210,7.30,4,0:4.0
1708254,7.30,18,1:40.0
1708280,7.30,52,3:108.0
1708293,7.30,44,1:10.0
1708320,7.30,16,1:36.0
1708384,7.30,10,1:16.0
1708430,7.29,25,2:24.0
1708533,7.29,1,1:4.0
1708554,7.29,73,3:150.0
1708604,7.29,46,3:96.0
1708622,7.29,0,0:4.0;1:4.0
1708642,7.29,10,3:24.0
1708738,7.29,58,3:120.0
1708839,7.29,76,1:22.0
1708894,7.29,5,2:14.0
1708914,7.29,4,0:4.0
1708980,7.29,43,2:90.0
1709044,7.29,58,2:120.0
1709054,7.29,22,2:48.0
1709060,7.29,42,2:88.0
1709082,7.29,6,0:4.0
1709088,7.29,8,2:20.0
1709120,7.29,6,0:4.0
1709140,7.29,3,0:4.0
1709163,7.29,199,1:12.0
1709170,7.29,4,0:4.0
1709202,7.29,43,2:90.0
1709206,7.29,12,0:4.0
1709230,7.29,16,1:36.0
1709256,7.29,3,0:4.0
1709259,7.29,35,1:8.0
1709274,7.29,106,3:216.0
1709280,7.29,28,1:12.0
1709344,7.29,6,0:4.0
1709372,7.29,7,1:12.0;2:12.0
1709405,7.29,9,1:4.0
